사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시,
Jun-22,9호선,4105,마곡나루(서울식물원),"308,862","308,986","31,587","30,885",2022-07-03 9:48,"680,320"
Jun-22,9호선,4106,양천향교,"222,424","226,212","43,903","43,588",2022-07-03 9:48,"536,127"
Jun-22,9호선,4107,가양,"456,785","442,530","123,819","120,665",2022-07-03 9:48,"1,143,799"
Jun-22,9호선,4108,증미,"155,665","148,532","39,974","40,828",2022-07-03 9:48,"384,999"
Jun-22,9호선,4109,등촌,"236,111","221,113","76,249","76,573",2022-07-03 9:48,"610,046"
Jun-22,9호선,4110,염창,"415,850","395,867","69,664","68,492",2022-07-03 9:48,"949,873"
Jun-22,9호선,4111,신목동,"96,658","80,987","22,065","20,513",2022-07-03 9:48,"220,223"
Jun-22,9호선,4112,선유도,"202,723","192,069","28,155","27,364",2022-07-03 9:48,"450,311"
Jun-22,9호선,4113,당산,"452,840","457,909","63,561","59,431",2022-07-03 9:48,"1,033,741"
Jun-22,9호선,4114,국회의사당,"354,154","374,340","49,490","43,877",2022-07-03 9:48,"821,861"
Jun-22,9호선,4115,여의도,"690,723","666,985","46,163","42,579",2022-07-03 9:48,"1,446,450"
Jun-22,9호선,4116,샛강,"140,333","137,722","27,516","26,503",2022-07-03 9:48,"332,074"
Jun-22,9호선,4117,노량진,"639,180","628,480","81,621","82,388",2022-07-03 9:48,"1,431,669"
Jun-22,9호선,4118,노들,"101,310","82,659","31,132","28,727",2022-07-03 9:48,"243,828"
Jun-22,9호선,4119,흑석(중앙대입구),"186,994","191,190","53,158","53,327",2022-07-03 9:48,"484,669"
Jun-22,9호선,4120,동작(현충원),"55,475","46,637","23,381","22,664",2022-07-03 9:48,"148,157"
Jun-22,9호선,4121,구반포,"24,759","25,761","10,433","10,260",2022-07-03 9:48,"71,213"
Jun-22,9호선,4122,신반포,"84,871","83,934","21,389","21,521",2022-07-03 9:48,"211,715"
Jun-22,9호선,4123,고속터미널,"357,462","481,223","59,758","69,370",2022-07-03 9:48,"967,813"
Jun-22,9호선,4124,사평,"83,038","78,903","20,979","20,856",2022-07-03 9:48,"203,776"
Jun-22,9호선,4125,신논현,"809,134","806,475","53,113","50,891",2022-07-03 9:48,"1,719,613"
Jun-22,공항철도 1호선,4201,서울역,"253,826","241,692","33,926","29,529",2022-07-03 9:48,"558,973"
Jun-22,공항철도 1호선,4202,공덕,"59,091","80,400","7,498","9,037",2022-07-03 9:48,"156,026"
Jun-22,공항철도 1호선,4203,홍대입구,"313,487","318,979","17,489","16,376",2022-07-03 9:48,"666,331"
Jun-22,공항철도 1호선,4204,디지털미디어시티,"348,960","321,583","24,724","23,397",2022-07-03 9:48,"718,664"
Jun-22,공항철도 1호선,4206,마곡나루(서울식물원),"225,388","219,346","14,374","14,507",2022-07-03 9:48,"473,615"
Jun-22,공항철도 1호선,4207,김포공항,"349,026","187,416","25,964","16,477",2022-07-03 9:48,"578,883"
Jun-22,공항철도 1호선,4208,계양,"274,920","253,928","30,703","28,727",2022-07-03 9:48,"588,278"
Jun-22,공항철도 1호선,4209,검암,"171,187","169,675","16,827","16,966",2022-07-03 9:48,"374,655"
Jun-22,공항철도 1호선,4210,청라국제도시,"187,579","176,893","13,412","13,260",2022-07-03 9:48,"391,144"
Jun-22,공항철도 1호선,4211,운서,"190,716","193,936","28,796","29,051",2022-07-03 9:48,"442,499"
Jun-22,공항철도 1호선,4212,공항화물청사,"51,732","55,958","8,803","8,577",2022-07-03 9:48,"125,070"
Jun-22,공항철도 1호선,4213,인천공항1터미널,"179,603","171,464","21,312","20,779",2022-07-03 9:48,"393,158"
Jun-22,공항철도 1호선,4215,인천공항2터미널,"85,684","76,347","9,455","8,965",2022-07-03 9:48,"180,451"
Jun-22,공항철도 1호선,4217,영종,"77,678","78,250","21,595","21,380",2022-07-03 9:48,"198,903"
Jun-22,9호선2~3단계,4126,언주,"257,411","264,238","27,359","27,012",2022-07-03 9:48,"576,020"
Jun-22,9호선2~3단계,4127,선정릉,"236,514","262,462","24,513","25,298",2022-07-03 9:48,"548,787"
Jun-22,9호선2~3단계,4128,삼성중앙,"165,563","174,475","23,342","23,288",2022-07-03 9:48,"386,668"
Jun-22,9호선2~3단계,4129,봉은사,"464,862","484,512","48,787","46,567",2022-07-03 9:48,"1,044,728"
Jun-22,9호선2~3단계,4130,종합운동장,"108,132","109,097","18,166","16,879",2022-07-03 9:48,"252,274"
Jun-22,9호선2~3단계,4131,삼전,"159,667","150,598","34,322","33,315",2022-07-03 9:48,"377,902"
Jun-22,9호선2~3단계,4132,석촌고분,"140,931","134,701","32,975","33,026",2022-07-03 9:48,"341,633"
Jun-22,9호선2~3단계,4133,석촌,"213,533","186,698","35,140","30,087",2022-07-03 9:48,"465,458"
Jun-22,9호선2~3단계,4134,송파나루,"119,262","128,679","25,668","26,787",2022-07-03 9:48,"300,396"
Jun-22,9호선2~3단계,4135,한성백제,"60,402","54,969","15,470","13,958",2022-07-03 9:48,"144,799"
Jun-22,9호선2~3단계,4136,올림픽공원(한국체대),"189,680","188,598","29,827","30,174",2022-07-03 9:48,"438,279"
Jun-22,9호선2~3단계,4137,둔촌오륜,"24,922","22,361","6,067","6,479",2022-07-03 9:48,"59,829"
Jun-22,9호선2~3단계,4138,중앙보훈병원,"215,744","186,076","73,370","71,732",2022-07-03 9:48,"546,922"
Jun-22,우이신설선,4701,북한산우이,"58,535","53,000","34,504","35,828",2022-07-03 9:48,"181,867"
Jun-22,우이신설선,4702,솔밭공원,"42,482","37,271","28,274","29,651",2022-07-03 9:48,"137,678"
Jun-22,우이신설선,4703,4.19민주묘지,"56,275","54,138","34,889","30,800",2022-07-03 9:48,"176,102"
Jun-22,우이신설선,4704,가오리,"71,753","67,299","46,509","47,920",2022-07-03 9:48,"233,481"
Jun-22,우이신설선,4705,화계,"57,175","49,709","39,978","40,267",2022-07-03 9:48,"187,129"
Jun-22,우이신설선,4706,삼양,"30,870","30,546","25,932","28,366",2022-07-03 9:48,"115,714"
Jun-22,우이신설선,4707,삼양사거리,"36,609","35,727","33,921","33,617",2022-07-03 9:48,"139,874"
Jun-22,우이신설선,4708,솔샘,"123,891","110,373","37,646","38,871",2022-07-03 9:48,"310,781"
Jun-22,우이신설선,4709,북한산보국문,"133,021","119,840","40,912","41,303",2022-07-03 9:48,"335,076"
Jun-22,우이신설선,4710,정릉,"92,057","78,667","44,387","41,146",2022-07-03 9:48,"256,257"
Jun-22,우이신설선,4711,성신여대입구(돈암),"67,796","81,002","27,287","26,506",2022-07-03 9:48,"202,591"
Jun-22,우이신설선,4712,보문,"29,730","29,588","14,052","14,170",2022-07-03 9:48,"87,540"
Jun-22,우이신설선,4713,신설동,"33,246","34,538","26,620","23,942",2022-07-03 9:48,"118,346"
Jun-22,신림선,4401,샛강,"43,697","59,993","13,891","15,172",2022-07-03 9:48,"132,753"
Jun-22,신림선,4402,대방,"39,672","28,181","10,930","8,960",2022-07-03 9:48,"87,743"
Jun-22,신림선,4403,서울지방병무청,"40,443","43,316","16,333","17,686",2022-07-03 9:48,"117,778"
Jun-22,신림선,4404,보라매,"53,622","49,400","17,654","15,021",2022-07-03 9:48,"135,697"
Jun-22,신림선,4405,보라매공원,"33,497","36,733","12,589","14,205",2022-07-03 9:48,"97,024"
Jun-22,신림선,4406,보라매병원,"108,218","113,374","36,471","34,737",2022-07-03 9:48,"292,800"
Jun-22,신림선,4407,당곡,"67,329","63,441","24,803","23,951",2022-07-03 9:48,"179,524"
Jun-22,신림선,4408,신림,"32,979","45,402","14,286","15,472",2022-07-03 9:48,"108,139"
Jun-22,신림선,4409,서원,"54,559","46,712","17,717","17,687",2022-07-03 9:48,"136,675"
Jun-22,신림선,4410,서울대벤처타운,"123,769","120,482","46,688","47,814",2022-07-03 9:48,"338,753"
Jun-22,신림선,4411,관악산(서울대),"55,565","57,858","43,807","44,369",2022-07-03 9:48,"201,599"
